CompA	CompB	Pairs	PredictedScore	Structure	GeneExpr	PMID	Maps	Target	Path	ATC
Famciclovir	lycorine	Famciclovir_lycorine	0.1125	0.0926	NA	0	NA	NA	NA	NA
sanguinarine	Sunitinib	sanguinarine_Sunitinib	0.1125	0.1113	0.5034	0	NA	NA	NA	NA
levocabastine	Sunitinib	levocabastine_Sunitinib	0.1125	0.1744	0.49	0	0	0	0	NA
Dasatinib	halcinonide	Dasatinib_halcinonide	0.1125	0.1211	0.5033	0	NA	0	0	NA
alfaxalone	Sunitinib	alfaxalone_Sunitinib	0.1125	0.0854	0.5141	0	NA	0	0	NA
cyclopentolate	Sunitinib	cyclopentolate_Sunitinib	0.1125	0.1309	0.5008	0	0	0	0	NA
Dasatinib	lobelanidine	Dasatinib_lobelanidine	0.1125	0.1189	0.5008	0	NA	NA	NA	NA
Famciclovir	sulfamethoxypyridazine	Famciclovir_sulfamethoxypyridazine	0.1125	0.0872	NA	0	0	0	0	0.2
Dasatinib	midecamycin	Dasatinib_midecamycin	0.1125	0.0949	0.5114	0	0	0	0	NA
Dasatinib	levcycloserine	Dasatinib_levcycloserine	0.1125	0.1132	0.5006	NA	NA	0	0	NA
cefotiam	Sunitinib	cefotiam_Sunitinib	0.1125	0.16	0.4933	0	0	0	0	NA
Dasatinib	SC-560	Dasatinib_SC-560	0.1125	0.1021	0.5066	0	NA	NA	NA	NA
Erlotinib	sulfamethoxazole	Erlotinib_sulfamethoxazole	0.1124	0.1411	0.498	0	0	0	0	NA
Famciclovir	orphenadrine	Famciclovir_orphenadrine	0.1124	0.0993	NA	0	0	0	0	NA
cefmetazole	Dasatinib	cefmetazole_Dasatinib	0.1124	0.1488	0.496	0	0	0	0	NA
Erlotinib	lansoprazole	Erlotinib_lansoprazole	0.1124	0.1498	0.4958	0	0	0	0	NA
paclitaxel	Sunitinib	paclitaxel_Sunitinib	0.1124	0.1107	0.5053	0	0	0	0	0.4
Dasatinib	lansoprazole	Dasatinib_lansoprazole	0.1124	0.1733	0.4902	0	0	0	0	NA
Dasatinib	lumicolchicine	Dasatinib_lumicolchicine	0.1124	0.1216	0.4998	0	NA	NA	NA	NA
0316684-0000	Sunitinib	0316684-0000_Sunitinib	0.1124	NA	0.5018	NA	NA	NA	NA	NA
dorzolamide	Sunitinib	dorzolamide_Sunitinib	0.1123	0.1514	0.4953	0	0	0	0	NA
mestranol	Sunitinib	mestranol_Sunitinib	0.1123	0.1669	0.4915	0	0	0	0	NA
Famciclovir	nipecotic acid	Famciclovir_nipecotic acid	0.1123	0.0921	NA	0	NA	NA	NA	NA
Dasatinib	ifenprodil	Dasatinib_ifenprodil	0.1123	0.0757	0.5175	0	0	0	0	NA
butacaine	Erlotinib	butacaine_Erlotinib	0.1123	0.1521	0.4902	0	NA	NA	NA	NA
mephenytoin	Sunitinib	mephenytoin_Sunitinib	0.1123	0.1387	0.4985	0	0	0	0	NA
BCB000039	Erlotinib	BCB000039_Erlotinib	0.1123	NA	0.5018	NA	NA	NA	NA	NA
gliquidone	Sunitinib	gliquidone_Sunitinib	0.1123	0.1602	0.4928	0	NA	0	0	NA
Famciclovir	methylprednisolone	Famciclovir_methylprednisolone	0.1123	0.0989	NA	0	0	0	0	NA
androsterone	Famciclovir	androsterone_Famciclovir	0.1123	0.092	NA	0	NA	NA	NA	NA
Famciclovir	fasudil	Famciclovir_fasudil	0.1123	0.092	NA	0	NA	NA	NA	NA
estriol	Sunitinib	estriol_Sunitinib	0.1123	0.1471	0.4963	0	0	0	0	NA
Erlotinib	ofloxacin	Erlotinib_ofloxacin	0.1123	0.1659	0.4917	0	0	0	0	NA
Erlotinib	pridinol	Erlotinib_pridinol	0.1123	0.1411	0.4976	0	NA	0	0	NA
IC-86621	Sunitinib	IC-86621_Sunitinib	0.1123	0.1032	0.5012	NA	NA	NA	NA	NA
amantadine	Dasatinib	amantadine_Dasatinib	0.1122	0.085	0.5125	0	NA	NA	NA	NA
Erlotinib	pioglitazone	Erlotinib_pioglitazone	0.1122	0.2151	0.4813	0	0	0	0	NA
Dasatinib	yohimbine	Dasatinib_yohimbine	0.1122	0.1527	0.4946	0	NA	0	0	NA
carbamazepine	Sunitinib	carbamazepine_Sunitinib	0.1122	0.1026	0.5088	0	0	0	0	NA
Erlotinib	HC toxin	Erlotinib_HC toxin	0.1122	0.0746	0.5163	0	NA	NA	NA	NA
Erlotinib	yohimbine	Erlotinib_yohimbine	0.1122	0.1715	0.4901	0	NA	0	0	NA
Erlotinib	fenbufen	Erlotinib_fenbufen	0.1122	0.1484	0.4956	0	NA	0	0	NA
amoxapine	Dasatinib	amoxapine_Dasatinib	0.1122	0.059	0.5231	0	0	0	0	NA
Famciclovir	sulfamethoxazole	Famciclovir_sulfamethoxazole	0.1122	0.0866	NA	0	0	0	0	0.2
dl-alpha tocopherol	Sunitinib	dl-alpha tocopherol_Sunitinib	0.1122	0.1235	0.5022	0	NA	0	0	NA
chlorpropamide	Famciclovir	chlorpropamide_Famciclovir	0.1121	0.0985	NA	0	0	0	0	NA
Dasatinib	desipramine	Dasatinib_desipramine	0.1121	0.0621	0.522	0	0	0	0	NA
Famciclovir	sulfinpyrazone	Famciclovir_sulfinpyrazone	0.1121	0.0947	NA	0	NA	0	NA	NA
Famciclovir	Prestwick-682	Famciclovir_Prestwick-682	0.1121	0.0802	NA	NA	NA	NA	NA	NA
bupropion	Erlotinib	bupropion_Erlotinib	0.1121	0.1284	0.5008	0	NA	0	0	NA
cantharidin	Famciclovir	cantharidin_Famciclovir	0.1121	0.0916	NA	0	NA	NA	NA	NA
chlorambucil	Famciclovir	chlorambucil_Famciclovir	0.1121	0.0956	NA	0	0	0	NA	NA
Famciclovir	pheneticillin	Famciclovir_pheneticillin	0.1121	0.0864	NA	0	0	0	0	0.2
DL-thiorphan	Famciclovir	DL-thiorphan_Famciclovir	0.1121	0.0915	NA	0	NA	NA	NA	NA
aminocaproic acid	Famciclovir	aminocaproic acid_Famciclovir	0.1121	0.0972	NA	0	NA	0	0	NA
Famciclovir	guanfacine	Famciclovir_guanfacine	0.1121	0.0982	NA	0	0	0	0	NA
Erlotinib	sulfachlorpyridazine	Erlotinib_sulfachlorpyridazine	0.1121	0.1385	0.498	0	NA	0	0	NA
bemegride	Sunitinib	bemegride_Sunitinib	0.112	0.1254	0.5016	0	NA	0	0	NA
Famciclovir	nitrofurantoin	Famciclovir_nitrofurantoin	0.112	0.092	NA	0	NA	0	NA	0.2
clofazimine	Famciclovir	clofazimine_Famciclovir	0.112	0.0919	NA	0	NA	0	NA	0.2
12,13-EODE	Erlotinib	12,13-EODE_Erlotinib	0.112	0.1432	0.4862	NA	NA	NA	NA	NA
Famciclovir	genistein	Famciclovir_genistein	0.1119	0.0911	NA	0	NA	NA	NA	NA
Dasatinib	edrophonium chloride	Dasatinib_edrophonium chloride	0.1119	0.1637	0.4918	0	0	0	0	NA
Dasatinib	PHA-00767505E	Dasatinib_PHA-00767505E	0.1119	NA	0.5013	NA	NA	NA	NA	NA
Dasatinib	ethaverine	Dasatinib_ethaverine	0.1119	0.0306	0.5327	0	NA	0	0	NA
Famciclovir	oxantel	Famciclovir_oxantel	0.1119	0.0941	NA	0	NA	0	NA	NA
Erlotinib	scopolamine N-oxide	Erlotinib_scopolamine N-oxide	0.1119	0.1219	0.4992	0	NA	NA	NA	NA
diprophylline	Sunitinib	diprophylline_Sunitinib	0.1118	0.1118	0.5053	0	NA	0	0	NA
Erlotinib	Prestwick-675	Erlotinib_Prestwick-675	0.1118	0.1726	0.4763	NA	NA	NA	NA	NA
Famciclovir	rofecoxib	Famciclovir_rofecoxib	0.1118	0.0975	NA	0	0	0	0	NA
ipratropium bromide	Sunitinib	ipratropium bromide_Sunitinib	0.1118	0.1411	0.4974	0	0	0	0	NA
carteolol	Dasatinib	carteolol_Dasatinib	0.1118	0.1245	0.5019	0	0	0	0	NA
PF-01378883-00	Sunitinib	PF-01378883-00_Sunitinib	0.1118	NA	0.5012	NA	NA	NA	NA	NA
betulinic acid	Sunitinib	betulinic acid_Sunitinib	0.1117	0.0855	0.5119	0	NA	NA	NA	NA
Erlotinib	spectinomycin	Erlotinib_spectinomycin	0.1117	0.1357	0.4946	0	NA	NA	NA	NA
Dasatinib	meteneprost	Dasatinib_meteneprost	0.1117	0.1701	0.4901	0	0	0	0	NA
nilutamide	Sunitinib	nilutamide_Sunitinib	0.1117	0.1514	0.5005	0	0	0	0.25	0.2
4,5-dianilinophthalimide	Famciclovir	4,5-dianilinophthalimide_Famciclovir	0.1117	0.0906	NA	0	NA	NA	NA	NA
arecoline	Dasatinib	arecoline_Dasatinib	0.1117	0.1621	0.4865	0	NA	NA	NA	NA
Dasatinib	oxymetazoline	Dasatinib_oxymetazoline	0.1117	0.1095	0.5059	0	NA	0	0	NA
domperidone	Famciclovir	domperidone_Famciclovir	0.1117	0.0972	NA	0	0	0	0	NA
Dasatinib	N-acetyl-L-leucine	Dasatinib_N-acetyl-L-leucine	0.1117	0.1216	0.4991	0	NA	NA	NA	NA
metergoline	Sunitinib	metergoline_Sunitinib	0.1117	0.0091	0.5405	0	NA	0	0	NA
bromocriptine	Famciclovir	bromocriptine_Famciclovir	0.1117	0.0971	NA	0	0	0	0	NA
Famciclovir	tetracaine	Famciclovir_tetracaine	0.1117	0.107	NA	0	0	0	NA	0.4
Dasatinib	etynodiol	Dasatinib_etynodiol	0.1117	0.1621	0.4916	0	NA	0	0	NA
Dasatinib	guanadrel	Dasatinib_guanadrel	0.1116	0.1669	0.4905	0	NA	0	0	NA
Dasatinib	guaifenesin	Dasatinib_guaifenesin	0.1116	0.0827	0.5142	0	NA	0	0	NA
Dasatinib	SC-19220	Dasatinib_SC-19220	0.1116	0.1151	0.5012	0	NA	NA	NA	NA
Dasatinib	mitoxantrone	Dasatinib_mitoxantrone	0.1116	0.1037	0.5082	0	0	0	0	0.4
Dasatinib	doxylamine	Dasatinib_doxylamine	0.1116	0.103	0.5081	0	0	0	0	NA
diprophylline	Erlotinib	diprophylline_Erlotinib	0.1116	0.126	0.501	0	NA	0	0	NA
3-aminobenzamide	Dasatinib	3-aminobenzamide_Dasatinib	0.1116	0.1198	0.4996	0	NA	NA	NA	NA
Sunitinib	Y-27632	Sunitinib_Y-27632	0.1116	0.1091	0.5032	0	NA	NA	NA	NA
5182598	Famciclovir	5182598_Famciclovir	0.1116	0.0789	NA	NA	NA	NA	NA	NA
5211181	Famciclovir	5211181_Famciclovir	0.1116	0.0789	NA	NA	NA	NA	NA	NA
piretanide	Sunitinib	piretanide_Sunitinib	0.1116	0.1669	0.4906	0	0	0	0	NA
Dasatinib	hydrocortisone	Dasatinib_hydrocortisone	0.1115	0.1568	0.493	0	0	0	0	NA
ketotifen	Sunitinib	ketotifen_Sunitinib	0.1115	0.1633	0.4915	0	0	0	0	NA
oxolamine	Sunitinib	oxolamine_Sunitinib	0.1115	0.1519	0.494	0	NA	0	0	NA
Dasatinib	flufenamic acid	Dasatinib_flufenamic acid	0.1115	0.1276	0.5007	0	0	0	0	NA
Dasatinib	R-atenolol	Dasatinib_R-atenolol	0.1115	0.146	0.491	0	NA	NA	NA	NA
diazoxide	Sunitinib	diazoxide_Sunitinib	0.1115	0.1746	0.4888	0	0	0	0	NA
Sunitinib	tropicamide	Sunitinib_tropicamide	0.1115	0.1139	0.5046	0	0	0	0	NA
Erlotinib	metronidazole	Erlotinib_metronidazole	0.1114	0.1339	0.4989	0	0	0	0	NA
Sunitinib	viomycin	Sunitinib_viomycin	0.1114	0.1172	0.5033	0	NA	0	0	NA
Erlotinib	hydroxyzine	Erlotinib_hydroxyzine	0.1114	0.1312	0.4996	0	0	0	0	NA
mafenide	Sunitinib	mafenide_Sunitinib	0.1114	0.1407	0.4925	0	NA	NA	NA	NA
Erlotinib	esculin	Erlotinib_esculin	0.1114	0.1161	0.5006	0	NA	NA	NA	NA
Dasatinib	orlistat	Dasatinib_orlistat	0.1114	0.0978	0.5092	0	NA	0	0	NA
Famciclovir	Prestwick-1082	Famciclovir_Prestwick-1082	0.1114	0.0897	NA	0	NA	NA	NA	NA
Erlotinib	guanadrel	Erlotinib_guanadrel	0.1113	0.1644	0.4907	0	NA	0	0	NA
flucytosine	Sunitinib	flucytosine_Sunitinib	0.1113	0.1528	0.4938	0	0	0	0	NA
enilconazole	Famciclovir	enilconazole_Famciclovir	0.1113	0.0927	NA	0	NA	0	NA	NA
Famciclovir	mepenzolate bromide	Famciclovir_mepenzolate bromide	0.1113	0.096	NA	0	0	0	0	NA
cinnarizine	Dasatinib	cinnarizine_Dasatinib	0.1113	0.1602	0.4919	0	0	0	0	NA
PHA-00846566E	Sunitinib	PHA-00846566E_Sunitinib	0.1112	NA	0.5006	NA	NA	NA	NA	NA
5151277	Sunitinib	5151277_Sunitinib	0.1112	NA	0.5006	NA	NA	NA	NA	NA
Dasatinib	khellin	Dasatinib_khellin	0.1112	0.1231	0.4981	0	NA	NA	NA	NA
methoxamine	Sunitinib	methoxamine_Sunitinib	0.1112	0.1385	0.4974	0	0	0	0	NA
alsterpaullone	Erlotinib	alsterpaullone_Erlotinib	0.1112	0.0233	0.5352	0	NA	NA	NA	NA
Famciclovir	salbutamol	Famciclovir_salbutamol	0.1112	0.0948	NA	0	NA	0	0	NA
Chicago Sky Blue 6B	Erlotinib	Chicago Sky Blue 6B_Erlotinib	0.1112	0.1536	0.4884	0	NA	NA	NA	NA
Dasatinib	oxolinic acid	Dasatinib_oxolinic acid	0.1112	0.1238	0.5015	0	0	0	0	NA
Famciclovir	fludroxycortide	Famciclovir_fludroxycortide	0.1112	0.0947	NA	0	NA	0	0	NA
Dasatinib	suxibuzone	Dasatinib_suxibuzone	0.1112	0.1493	0.4943	0	NA	0	0	NA
cetirizine	Famciclovir	cetirizine_Famciclovir	0.1112	0.0956	NA	0	0	0	0	NA
Dasatinib	prednisone	Dasatinib_prednisone	0.1112	0.1194	0.4993	0	NA	NA	NA	NA
Dasatinib	diclofenac	Dasatinib_diclofenac	0.1111	0.1281	0.5002	0	0	0	0	NA
Dasatinib	ginkgolide A	Dasatinib_ginkgolide A	0.1111	0.1211	0.4987	0	NA	NA	NA	NA
arecoline	Erlotinib	arecoline_Erlotinib	0.1111	0.1548	0.4879	0	NA	NA	NA	NA
Dasatinib	pentamidine	Dasatinib_pentamidine	0.1111	0.1027	0.5074	0	NA	0	0	NA
Sunitinib	tacrolimus	Sunitinib_tacrolimus	0.1111	0.0958	0.5043	0	0	0	0	0.2
atropine methonitrate	Dasatinib	atropine methonitrate_Dasatinib	0.1111	0.144	0.4956	0	NA	0	0	NA
ceforanide	Sunitinib	ceforanide_Sunitinib	0.1111	0.1632	0.4907	0	NA	0	0	NA
Erlotinib	rolipram	Erlotinib_rolipram	0.1111	0.1595	0.4916	0	NA	0	0	NA
Erlotinib	harmalol	Erlotinib_harmalol	0.1111	0.1406	0.4922	0	NA	NA	NA	NA
Prestwick-1080	Sunitinib	Prestwick-1080_Sunitinib	0.111	0.1431	0.4848	NA	NA	NA	NA	NA
Sunitinib	vitexin	Sunitinib_vitexin	0.111	0.1297	0.4957	0	NA	NA	NA	NA
Dasatinib	fluvoxamine	Dasatinib_fluvoxamine	0.111	0.0438	0.5276	0	0	0	0	NA
cefoxitin	Erlotinib	cefoxitin_Erlotinib	0.1109	0.1349	0.4981	0	0	0	0	NA
Dasatinib	oxolamine	Dasatinib_oxolamine	0.1109	0.1328	0.4984	0	NA	0	0	NA
Dasatinib	ketorolac	Dasatinib_ketorolac	0.1109	0.1659	0.4899	0	NA	0	0	NA
Dasatinib	verteporfin	Dasatinib_verteporfin	0.1109	0.1629	0.4906	0	NA	0	0	NA
ramipril	Sunitinib	ramipril_Sunitinib	0.1109	0.1386	0.4971	0	0	0	0	NA
Erlotinib	methylergometrine	Erlotinib_methylergometrine	0.1109	0.0768	0.5156	0	NA	0	0	NA
Erlotinib	levothyroxine sodium	Erlotinib_levothyroxine sodium	0.1109	0.1524	0.4935	0	0	0	0	NA
Famciclovir	sulfametoxydiazine	Famciclovir_sulfametoxydiazine	0.1109	0.09	NA	0	NA	0	NA	0.2
Famciclovir	mexiletine	Famciclovir_mexiletine	0.1109	0.0926	NA	0	0	0	NA	NA
Erlotinib	tenoxicam	Erlotinib_tenoxicam	0.1109	0.1395	0.4968	0	0	0	0	NA
Erlotinib	Prestwick-691	Erlotinib_Prestwick-691	0.1109	0.1386	0.4862	NA	NA	NA	NA	NA
Famciclovir	spironolactone	Famciclovir_spironolactone	0.1109	0.0948	NA	0	0	0	0	NA
3-aminobenzamide	Famciclovir	3-aminobenzamide_Famciclovir	0.1109	0.0885	NA	0	NA	NA	NA	NA
Famciclovir	metoclopramide	Famciclovir_metoclopramide	0.1109	0.0885	NA	0	NA	NA	NA	NA
Famciclovir	sulindac sulfide	Famciclovir_sulindac sulfide	0.1109	0.0885	NA	0	NA	NA	NA	NA
Dasatinib	meclofenamic acid	Dasatinib_meclofenamic acid	0.1108	0.103	0.5102	0	NA	0	0.1667	NA
(-)-isoprenaline	Famciclovir	(-)-isoprenaline_Famciclovir	0.1108	0.0947	NA	0	0	0	0	NA
chloropyramine	Sunitinib	chloropyramine_Sunitinib	0.1108	0.1204	0.5018	0	NA	0	0	NA
prilocaine	Sunitinib	prilocaine_Sunitinib	0.1108	0.1689	0.4891	0	NA	0	0	NA
diflorasone	Famciclovir	diflorasone_Famciclovir	0.1108	0.0936	NA	0	NA	0	0	NA
Famciclovir	sotalol	Famciclovir_sotalol	0.1108	0.0946	NA	0	0	0	0	NA
Sunitinib	vinburnine	Sunitinib_vinburnine	0.1108	0.154	0.4926	0	NA	0	0	NA
chlortetracycline	Dasatinib	chlortetracycline_Dasatinib	0.1108	0.0743	0.5167	0	0	0	0	NA
5286656	Famciclovir	5286656_Famciclovir	0.1108	0.0769	NA	NA	NA	NA	NA	NA
Dasatinib	dyclonine	Dasatinib_dyclonine	0.1108	0.1425	0.4956	0	NA	0	0	NA
Erlotinib	sulfaphenazole	Erlotinib_sulfaphenazole	0.1107	0.1645	0.4902	0	0	0	0	NA
Famciclovir	tolbutamide	Famciclovir_tolbutamide	0.1107	0.0943	NA	0	0	0	0	NA
Erlotinib	hycanthone	Erlotinib_hycanthone	0.1107	0.1133	0.5038	0	NA	0	0	NA
Famciclovir	lanatoside C	Famciclovir_lanatoside C	0.1107	0.0943	NA	0	0	0	0	NA
Erlotinib	PHA-00745360	Erlotinib_PHA-00745360	0.1107	NA	0.5	NA	NA	NA	NA	NA
5666823	Famciclovir	5666823_Famciclovir	0.1107	0.0767	NA	NA	NA	NA	NA	NA
chlorzoxazone	Famciclovir	chlorzoxazone_Famciclovir	0.1107	0.0911	NA	0	NA	0	NA	NA
Famciclovir	protriptyline	Famciclovir_protriptyline	0.1107	0.0911	NA	0	NA	0	NA	NA
BCB000038	Sunitinib	BCB000038_Sunitinib	0.1107	NA	0.4999	NA	NA	NA	NA	NA
canavanine	Sunitinib	canavanine_Sunitinib	0.1107	0.1047	0.5039	0	NA	NA	NA	NA
Famciclovir	nomegestrol	Famciclovir_nomegestrol	0.1107	0.0932	NA	0	NA	0	0	NA
Famciclovir	tubocurarine chloride	Famciclovir_tubocurarine chloride	0.1107	0.0942	NA	0	0	0	0	NA
benzethonium chloride	Famciclovir	benzethonium chloride_Famciclovir	0.1107	0.0911	NA	0	NA	0	NA	NA
Famciclovir	fulvestrant	Famciclovir_fulvestrant	0.1106	0.092	NA	0	0	0	NA	NA
butyl hydroxybenzoate	Dasatinib	butyl hydroxybenzoate_Dasatinib	0.1106	0.1075	0.5007	NA	0	0	0	NA
Erlotinib	hexylcaine	Erlotinib_hexylcaine	0.1106	0.1561	0.4922	0	0	0	0	NA
Erlotinib	netilmicin	Erlotinib_netilmicin	0.1106	0.1416	0.4959	0	0	0	0	NA
Dasatinib	prednicarbate	Dasatinib_prednicarbate	0.1106	0.1141	0.5034	0	NA	0	0	NA
Erlotinib	sulfadimidine	Erlotinib_sulfadimidine	0.1106	0.1403	0.4962	0	0	0	0	NA
scopolamine	Sunitinib	scopolamine_Sunitinib	0.1106	0.0646	0.5187	0	NA	NA	NA	NA
brompheniramine	Dasatinib	brompheniramine_Dasatinib	0.1106	0.1696	0.4888	0	0	0	0	NA
iodixanol	Sunitinib	iodixanol_Sunitinib	0.1106	0.1445	0.4948	0	NA	0	0	NA
pramocaine	Sunitinib	pramocaine_Sunitinib	0.1106	0.0961	0.5089	0	NA	0	0	NA
alfuzosin	Famciclovir	alfuzosin_Famciclovir	0.1106	0.0929	NA	0	NA	0	0	NA
apomorphine	Famciclovir	apomorphine_Famciclovir	0.1105	0.0938	NA	0	0	0	0	NA
Erlotinib	sulfinpyrazone	Erlotinib_sulfinpyrazone	0.1105	0.1325	0.498	0	NA	0	0	NA
Famciclovir	triamterene	Famciclovir_triamterene	0.1105	0.0928	NA	0	NA	0	0	NA
Dasatinib	dl-alpha tocopherol	Dasatinib_dl-alpha tocopherol	0.1105	0.1311	0.4984	0	NA	0	0	NA
cefotaxime	Sunitinib	cefotaxime_Sunitinib	0.1105	0.1473	0.4943	0	0	0	0	NA
droperidol	Sunitinib	droperidol_Sunitinib	0.1105	0.1188	0.5022	0	0	0	0	NA
Erlotinib	NS-398	Erlotinib_NS-398	0.1105	0.1079	0.5026	0	NA	NA	NA	NA
Famciclovir	guaifenesin	Famciclovir_guaifenesin	0.1105	0.0907	NA	0	NA	0	NA	NA
doxepin	Sunitinib	doxepin_Sunitinib	0.1105	0.1064	0.5056	0	NA	0	0	NA
colecalciferol	Famciclovir	colecalciferol_Famciclovir	0.1104	0.0906	NA	0	NA	0	NA	NA
Dasatinib	ketoconazole	Dasatinib_ketoconazole	0.1104	0.1043	0.5066	0	0	0	0	NA
Dasatinib	semustine	Dasatinib_semustine	0.1104	0.0999	0.509	0	0	0	0	0.4
Dasatinib	Prestwick-1085	Dasatinib_Prestwick-1085	0.1104	0.1012	0.4999	NA	NA	NA	NA	NA
Dasatinib	oligomycin	Dasatinib_oligomycin	0.1104	0.0594	0.5206	0	NA	NA	NA	NA
Dasatinib	methoxsalen	Dasatinib_methoxsalen	0.1104	0.1182	0.502	0	NA	0	0	NA
Erlotinib	tolmetin	Erlotinib_tolmetin	0.1104	0.161	0.4907	0	0	0	0	NA
doxazosin	Erlotinib	doxazosin_Erlotinib	0.1104	0.0713	0.5174	0	0	0	0	NA
solasodine	Sunitinib	solasodine_Sunitinib	0.1104	0.1047	0.5036	0	NA	NA	NA	NA
ambroxol	Dasatinib	ambroxol_Dasatinib	0.1104	0.0952	0.5094	0	0	0	0	NA
cefotiam	Erlotinib	cefotiam_Erlotinib	0.1104	0.1469	0.4943	0	0	0	0	NA
cefuroxime	Sunitinib	cefuroxime_Sunitinib	0.1104	0.1149	0.5033	0	0	0	0	NA
dienestrol	Erlotinib	dienestrol_Erlotinib	0.1104	0.1501	0.4931	0	NA	0	0	NA
Dasatinib	proadifen	Dasatinib_proadifen	0.1104	0.1107	0.5042	0	NA	0	0	NA
benfotiamine	Famciclovir	benfotiamine_Famciclovir	0.1103	0.0903	NA	0	NA	0	NA	NA
Erlotinib	procaine	Erlotinib_procaine	0.1103	0.1268	0.4997	0	0	0	0	NA
Erlotinib	estriol	Erlotinib_estriol	0.1103	0.1314	0.4984	0	0	0	0	NA
bendroflumethiazide	Famciclovir	bendroflumethiazide_Famciclovir	0.1103	0.0911	NA	0	0	0	NA	NA
etofenamate	Sunitinib	etofenamate_Sunitinib	0.1103	0.1232	0.5004	0	NA	0	0	NA
Erlotinib	mefexamide	Erlotinib_mefexamide	0.1103	0.1246	0.4965	0	NA	NA	NA	NA
Famciclovir	milrinone	Famciclovir_milrinone	0.1103	0.0921	NA	0	NA	0	0	NA
Dasatinib	flunisolide	Dasatinib_flunisolide	0.1103	0.1352	0.4929	0	NA	NA	NA	NA
Dasatinib	hydroxyzine	Dasatinib_hydroxyzine	0.1103	0.1172	0.5024	0	0	0	0	NA
PF-00539745-00	Sunitinib	PF-00539745-00_Sunitinib	0.1103	NA	0.4994	NA	NA	NA	NA	NA
nalbuphine	Sunitinib	nalbuphine_Sunitinib	0.1102	0.1532	0.4925	0	0	0	0	NA
acetohexamide	Dasatinib	acetohexamide_Dasatinib	0.1102	0.1308	0.4985	0	0	0	0	NA
Dasatinib	promethazine	Dasatinib_promethazine	0.1102	0.1012	0.5073	0	0	0	0	NA
Erlotinib	thiamine	Erlotinib_thiamine	0.1102	0.1202	0.5012	0	NA	0	0	NA
ceforanide	Dasatinib	ceforanide_Dasatinib	0.1102	0.1396	0.4957	0	NA	0	0	NA
cefapirin	Dasatinib	cefapirin_Dasatinib	0.1102	0.1519	0.4927	0	0	0	0	NA
cefotetan	Erlotinib	cefotetan_Erlotinib	0.1102	0.132	0.4981	0	0	0	0	NA
Erlotinib	PF-00539745-00	Erlotinib_PF-00539745-00	0.1102	NA	0.4993	NA	NA	NA	NA	NA
Famciclovir	ornidazole	Famciclovir_ornidazole	0.1102	0.0886	NA	0	NA	0	NA	0.2
Famciclovir	ozagrel	Famciclovir_ozagrel	0.1101	0.0927	NA	0	0	0	0	NA
Dasatinib	fipexide	Dasatinib_fipexide	0.1101	0.1081	0.5021	0	NA	NA	NA	NA
Dasatinib	spiperone	Dasatinib_spiperone	0.1101	0.1483	0.4936	0	0	0	0	NA
Erlotinib	ramipril	Erlotinib_ramipril	0.1101	0.1324	0.4979	0	0	0	0	NA
molindone	Sunitinib	molindone_Sunitinib	0.1101	0.1709	0.4879	0	0	0	0	NA
Famciclovir	norethisterone	Famciclovir_norethisterone	0.1101	0.0926	NA	0	0	0	0	NA
5279552	Sunitinib	5279552_Sunitinib	0.1101	0.0792	0.5084	NA	NA	NA	NA	NA
Erlotinib	pronetalol	Erlotinib_pronetalol	0.1101	0.1268	0.4955	0	NA	NA	NA	NA
Erlotinib	mesoridazine	Erlotinib_mesoridazine	0.1101	0.1401	0.4954	0	NA	0	0	NA
acenocoumarol	Famciclovir	acenocoumarol_Famciclovir	0.1101	0.0915	NA	0	NA	0	0	NA
dilazep	Famciclovir	dilazep_Famciclovir	0.1101	0.0865	NA	0	NA	NA	NA	NA
Famciclovir	hydroflumethiazide	Famciclovir_hydroflumethiazide	0.1101	0.0906	NA	0	0	0	NA	NA
cefaclor	Dasatinib	cefaclor_Dasatinib	0.11	0.148	0.4936	0	0	0	0	NA
hexylcaine	Sunitinib	hexylcaine_Sunitinib	0.11	0.1294	0.4986	0	0	0	0	NA
Erlotinib	salbutamol	Erlotinib_salbutamol	0.11	0.1256	0.4995	0	NA	0	0	NA
Dasatinib	etofenamate	Dasatinib_etofenamate	0.11	0.0946	0.509	0	NA	0	0	NA
Dasatinib	thiocolchicoside	Dasatinib_thiocolchicoside	0.11	0.1422	0.4948	0	NA	0	0	NA
Famciclovir	orlistat	Famciclovir_orlistat	0.11	0.0914	NA	0	NA	0	0	NA
Dasatinib	thioperamide	Dasatinib_thioperamide	0.11	0.1168	0.4989	0	NA	NA	NA	NA
Dasatinib	tetracycline	Dasatinib_tetracycline	0.11	0.1216	0.5009	0	0	0	0	NA
sulfabenzamide	Sunitinib	sulfabenzamide_Sunitinib	0.11	0.127	0.499	0	NA	0	0	NA
CP-863187	Famciclovir	CP-863187_Famciclovir	0.11	0.0751	NA	NA	NA	NA	NA	NA
Dasatinib	withaferin A	Dasatinib_withaferin A	0.11	0.0868	0.5098	0	NA	NA	NA	NA
carbimazole	Famciclovir	carbimazole_Famciclovir	0.11	0.0894	NA	0	NA	0	NA	NA
cyanocobalamin	Famciclovir	cyanocobalamin_Famciclovir	0.11	0.0894	NA	0	NA	0	NA	NA
Erlotinib	vinblastine	Erlotinib_vinblastine	0.11	0.1338	0.4885	0	0	0	0	0.4
